1447483536.856 
1447483537.013 N
1447483537.205 o
1447483537.27 w
1447483537.398 " "
1447483537.594 i
1447483537.656 s
1447483537.781 " "
1447483540.584 
1447483540.709 N
1447483540.928 o
1447483541.022 w
1447483541.116 " "
1447483541.277 i
1447483541.387 s
1447483541.485 " "
1447483541.641 t
1447483541.672 h
1447483541.891 e
1447483542.016 " "
1447483542.141 t
1447483542.235 i
1447483542.391 m
1447483542.454 e
1447483542.547 " "
1447483542.672 f
1447483542.735 o
1447483542.829 r
1447483542.922 " "
1447483543.079 m
1447483543.235 i
1447483543.391 l
1447483543.516 l
1447483543.672 i
1447483543.829 o
1447483543.954 n
1447483544.047 s
1447483544.141 " "
1447483544.297 o
1447483544.391 f
1447483544.454 " "
1447483544.579 w
1447483544.641 o
1447483544.766 r
1447483544.829 k
1447483544.985 i
1447483545.11 n
1447483545.204 g
1447483545.266 " "
1447483545.391 f
1447483545.485 a
1447483545.579 m
1447483545.735 i
1447483545.891 l
1447483546.014 i
1447483546.076 e
1447483546.139 s
1447483546.233 " "
1447483546.389 t
1447483546.42 o
1447483546.608 " "
1447483546.701 c
1447483546.795 o
1447483546.92 m
1447483547.014 e
1447483547.108 t
1447483548.945 o
1447483549.132 " "
1447483549.226 r
1447483549.32 e
1447483549.445 v
1447483549.539 i
1447483549.726 t
1447483549.882 a
1447483550.539 l
1447483550.709 i
1447483550.771 z
1447483550.927 e
1447483551.021 " "
1447483551.115 
1447483551.203 A
1447483551.27 m
1447483551.4 e
1447483551.468 r
1447483551.58 i
1447483551.674 c
1447483551.768 a
1447483551.83 n
1447483551.987 " "
1447483552.205 d
1447483552.343 e
1447483552.406 m
1447483552.593 o
1447483552.656 c
1447483552.906 r
1447483553.0 a
1447483553.093 c
1447483553.312 y
1447483553.712 ""
1447483555.087 t
1447483555.181 o
1447483555.337 " "
1447483555.43 e
1447483555.524 n
1447483555.618 d
1447483555.681 " "
1447483555.806 t
1447483555.868 h
1447483555.993 e
1447483556.024 " "
1447483556.243 c
1447483556.306 o
1447483556.743 l
1447483556.899 l
1447483557.024 a
1447483557.149 p
1447483557.243 s
1447483557.337 e
1447483557.431 " "
1447483557.646 o
1447483557.74 f
1447483557.834 " "
1447483557.928 t
1447483558.021 h
1447483558.084 e
1447483558.209 " "
1447483558.271 
1447483558.396 A
1447483558.459 m
1447483558.58 e
1447483558.678 r
1447483558.897 i
1447483559.022 c
1447483559.116 a
1447483559.21 n
1447483559.335 " "
1447483559.491 m
1447483559.647 i
1447483559.741 d
1447483559.866 d
1447483559.96 l
1447483560.053 e
1447483560.178 " "
1447483560.303 c
1447483560.428 l
1447483560.522 a
1447483560.616 s
1447483560.772 s
1447483560.897 " "
1447483560.991 a
1447483561.116 n
1447483561.21 d
1447483561.303 " "
1447483561.428 t
1447483561.522 o
1447483561.647 " "
1447483561.803 m
1447483561.928 a
1447483562.022 k
1447483562.272 e
1447483562.397 " "
1447483562.553 c
1447483562.678 e
1447483562.804 r
1447483562.929 t
1447483562.991 a
1447483563.085 i
1447483563.241 n
1447483563.366 " "
1447483563.429 t
1447483563.585 h
1447483563.616 a
1447483563.71 t
1447483563.804 " "
1447483563.991 o
1447483564.116 u
1447483564.21 r
1447483564.335 " "
1447483564.491 c
1447483564.554 h
1447483564.71 i
1447483564.897 l
1447483564.897 d
1447483565.116 r
1447483565.828 e
1447483565.922 n
1447483566.078 " "
1447483566.516 a
1447483566.61 n
1447483566.703 d
1447483566.797 " "
1447483566.922 g
1447483567.078 r
1447483567.172 a
1447483567.266 n
1447483567.391 d
1447483567.953 c
1447483568.016 h
1447483568.203 i
1447483568.36 l
1447483568.422 d
1447483568.547 r
1447483568.61 e
1447483568.735 n
1447483568.891 " "
1447483568.922 a
1447483569.016 r
1447483569.047 e
1447483569.141 " "
1447483569.235 a
1447483569.328 b
1447483569.516 l
1447483569.61 e
1447483569.703 " "
1447483569.797 t
1447483569.891 o
1447483570.047 " "
1447483570.141 e
1447483570.235 n
1447483570.36 j
1447483570.516 o
1447483570.61 y
1447483570.703 " "
1447483570.797 a
1447483570.828 " "
1447483570.985 q
1447483571.078 u
1447483571.203 a
1447483571.322 l
1447483571.452 i
1447483571.521 t
1447483571.658 y
1447483571.724 " "
1447483571.874 o
1447483571.967 f
1447483572.03 " "
1447483572.217 l
1447483572.342 i
1447483572.405 f
1447483572.499 e
1447483572.53 " "
1447483572.717 t
1447483572.78 h
1447483572.874 a
1447483572.936 t
1447483572.999 " "
1447483573.155 b
1447483573.28 r
1447483573.374 i
1447483573.53 n
1447483573.624 g
1447483573.749 s
1447483573.842 " "
1447483573.967 t
1447483574.03 h
1447483574.155 e
1447483574.249 m
1447483574.405 " "
1447483574.561 h
1447483574.686 e
1447483574.811 a
1447483574.842 l
1447483574.999 t
1447483575.092 h
1447483575.249 ,
1447483575.405 " "
1447483575.561 p
1447483575.655 r
1447483575.749 o
1447483575.811 s
1447483575.967 e
1447483575.967 p
1447483576.311 
1447483576.436 
1447483576.53 p
1447483576.592 e
1447483576.686 r
1447483576.936 i
1447483577.03 t
1447483577.155 t
1447483577.155 y
1447483577.625 
1447483577.75 
1447483577.969 y
1447483578.032 ,
1447483578.219 " "
1447483578.594 s
1447483578.75 e
1447483578.875 c
1447483579.063 u
1447483579.157 r
1447483579.294 i
1447483579.388 t
1447483579.669 y
1447483579.794 " "
1447483579.919 a
1447483580.044 n
1447483580.076 d
1447483580.201 " "
1447483580.357 j
1447483580.544 o
1447483580.607 y
1447483580.794 .
1447483581.076 " "
1447483583.291 
1447483583.416 
1447483583.635 " "
1447483583.728 a
1447483583.822 n
1447483583.885 d
1447483584.01 " "
1447483584.103 t
1447483584.197 h
1447483584.228 a
1447483584.385 " "
1447483584.697 o
1447483584.978 
1447483585.135 
1447483585.26 t
1447483585.353 " "
1447483585.51 o
1447483585.662 n
1447483585.729 c
1447483585.823 e
1447483585.854 " "
1447483585.979 a
1447483586.042 g
1447483586.136 a
1447483586.198 i
1447483586.354 n
1447483586.511 " "
1447483587.121 m
1447483587.215 a
1447483587.308 k
1447483587.433 e
1447483587.59 s
1447483587.683 " "
1447483587.808 t
1447483587.871 h
1447483587.933 e
1447483588.09 " "
1447483588.121 
1447483588.246 U
1447483588.371 n
1447483588.527 i
1447483588.558 t
1447483588.683 e
1447483588.746 d
1447483588.871 " "
1447483589.027 
1447483589.121 S
1447483589.282 t
1447483589.39 a
1447483589.457 t
1447483589.525 e
1447483589.658 s
1447483589.752 " "
1447483589.908 t
1447483589.97 h
1447483590.033 e
1447483590.158 " "
1447483590.314 l
1447483590.377 e
1447483590.47 a
1447483590.595 d
1447483590.689 e
1447483590.783 r
1447483590.845 " "
1447483591.002 t
1447483591.274 
1447483591.431 i
1447483591.587 n
1447483591.712 " "
1447483591.806 t
1447483591.899 h
1447483591.962 e
1447483592.056 " "
1447483592.149 w
1447483592.242 o
1447483592.335 r
1447483592.429 l
1447483592.492 d
1447483592.585 " "
1447483592.804 i
1447483592.929 n
1447483593.085 " "
1447483593.319 t
1447483593.428 h
1447483593.538 e
1447483593.767 " "
1447483594.111 f
1447483594.267 i
1447483594.361 g
1447483594.392 h
1447483594.517 t
1447483594.579 " "
1447483594.829 t
1447483595.017 
1447483595.142 f
1447483595.236 o
1447483595.329 r
1447483595.423 " "
1447483595.673 e
1447483595.767 c
1447483595.767 c
1447483595.829 o
1447483595.954 n
1447483596.111 o
1447483596.267 m
1447483596.454 
1447483596.579 
1447483596.704 
1447483596.861 
1447483596.954 
1447483597.111 o
1447483597.298 n
1447483597.454 o
1447483597.579 m
1447483597.736 i
1447483597.767 c
1447483597.892 " "
1447483598.236 a
1447483598.329 n
1447483598.392 d
1447483598.517 " "
1447483598.579 s
1447483598.704 o
1447483598.767 c
1447483598.861 i
1447483598.954 a
1447483599.017 l
1447483599.173 " "
1447483599.324 j
1447483599.472 u
1447483599.477 s
1447483599.587 t
1447483599.862 i
1447483599.956 c
1447483600.05 e
1447483600.112 ,
1447483600.3 " "
1447483600.487 f
1447483600.585 o
1447483600.68 r
1447483600.742 " "
1447483600.867 e
1447483600.961 n
1447483601.211 i
1447483601.461 
1447483601.524 v
1447483601.586 i
1447483601.743 r
1447483601.805 o
1447483601.961 n
1447483602.086 m
1447483602.18 e
1447483602.243 n
1447483602.305 t
1447483602.524 a
1447483602.586 l
1447483602.774 " "
1447483602.899 s
1447483603.024 a
1447483603.117 n
1447483603.372 
1447483603.5 
1447483604.156 a
1447483604.25 n
1447483604.406 i
1447483604.469 t
1447483604.594 y
1447483604.677 " "
1447483608.302 .
1447483608.333 .
