1447482615.11649 
1447482615.196485 N
1447482615.362943 o
1447482615.480749 w
1447482615.751872 " "
1447482615.879627 i
1447482616.001466 s
1447482616.076901 " "
1447482616.177192 t
1447482616.300032 h
1447482616.348731 e
1447482616.415062 " "
1447482616.770924 t
1447482616.971282 i
1447482617.115428 m
1447482617.243028 e
1447482617.367216 " "
1447482617.467135 f
1447482617.542908 o
1447482617.618288 r
1447482617.666436 " "
1447482617.835821 m
1447482617.985961 i
1447482618.112957 l
1447482618.283047 l
1447482618.373781 i
1447482618.47473 o
1447482618.575919 n
1447482618.774261 " "
1447482618.898437 o
1447482619.002551 f
1447482619.123131 " "
1447482619.225592 w
1447482619.496191 o
1447482619.671225 r
1447482619.793659 k
1447482619.943598 i
1447482620.023989 n
1447482620.102574 g
1447482620.129592 " "
1447482620.329432 f
1447482620.426905 a
1447482620.503249 m
1447482620.629485 i
1447482620.753472 l
1447482621.476036 i
1447482621.578749 e
1447482621.695835 s
1447482621.915019 " "
1447482622.340289 t
1447482622.389488 o
1447482622.463939 " "
1447482622.609628 c
1447482622.675858 o
1447482622.777564 m
1447482622.89901 e
1447482623.027029 " "
1447482623.101873 t
1447482623.205407 o
1447482623.347118 g
1447482623.490989 e
1447482623.56926 t
1447482623.665768 h
1447482623.745094 e
1447482623.794279 r
1447482624.008732 " "
1447482624.818822 t
1447482624.969483 o
1447482625.674693 " "
1447482625.790897 r
1447482625.89505 e
1447482626.170787 v
1447482626.317021 i
1447482626.467143 t
1447482626.64748 a
1447482626.818928 l
1447482626.894521 i
1447482627.066199 z
1447482627.216418 e
1447482627.365206 " "
1447482627.67991 
1447482627.726559 A
1447482627.849515 m
1447482627.986788 e
1447482628.039892 r
1447482628.160921 i
1447482628.304337 c
1447482628.406623 a
1447482628.562666 n
1447482628.653702 " "
1447482628.899835 d
1447482629.079122 e
1447482629.153216 m
1447482629.371547 o
1447482629.776907 c
1447482629.998204 r
1447482630.072325 a
1447482630.289336 c
1447482630.391551 y
1447482631.236212 t
1447482631.360991 o
1447482631.452531 " "
1447482631.705189 e
1447482632.513949 
1447482632.644057 
1447482632.795086 
1447482632.970364 
1447482633.2227 
1447482633.459989 t
1447482633.588856 o
1447482633.762965 " "
1447482633.978428 e
1447482634.080284 n
1447482634.179939 d
1447482634.275284 " "
1447482634.400008 t
1447482634.494142 h
1447482634.569278 e
1447482634.569643 " "
1447482634.796201 d
1447482635.249303 
1447482635.343036 c
1447482635.467633 o
1447482635.667567 l
1447482635.798776 l
1447482635.926256 a
1447482636.000823 p
1447482636.129048 s
1447482636.205104 e
1447482636.367046 " "
1447482636.469384 o
1447482636.545832 f
1447482636.621848 " "
1447482636.722504 t
1447482636.796927 h
1447482636.850801 e
1447482636.919513 " "
1447482637.134072 
1447482637.206883 A
1447482637.356038 m
1447482637.454304 e
1447482637.529372 r
1447482637.607119 i
1447482637.806448 a
1447482638.157865 
1447482638.256748 c
1447482638.354062 a
1447482638.454421 n
1447482638.608716 " "
1447482638.954305 m
1447482639.080194 i
1447482639.177206 d
1447482639.378517 d
1447482639.432411 l
1447482639.645312 e
1447482639.847523 " "
1447482640.250475 c
1447482640.345218 l
1447482640.471757 a
1447482640.642429 s
1447482640.829194 s
1447482640.906391 " "
1447482641.006656 a
1447482641.106018 n
1447482641.180421 d
1447482641.255494 " "
1447482641.380132 t
1447482641.432434 o
1447482641.457596 " "
1447482641.614425 m
1447482641.738158 a
1447482641.784626 k
1447482641.905161 e
1447482642.022493 " "
1447482642.370494 c
1447482642.566145 e
1447482642.66651 r
1447482642.817206 t
1447482642.927329 a
1447482642.998313 i
1447482643.04812 n
1447482643.226442 " "
1447482643.326622 t
1447482643.431619 h
1447482643.506042 a
1447482643.534048 t
1447482643.55719 " "
1447482643.681118 o
1447482643.756301 u
1447482643.830398 r
1447482643.929305 " "
1447482644.082642 c
1447482644.234592 h
1447482644.288226 i
1447482644.409274 l
1447482644.505634 d
1447482644.777477 r
1447482644.855612 e
1447482645.00824 n
1447482645.209966 " "
1447482645.284034 a
1447482645.35135 n
1447482645.450262 d
1447482645.517126 " "
1447482645.665424 g
1447482645.858346 r
1447482645.911743 a
1447482646.03203 n
1447482646.130226 d
1447482647.089453 c
1447482647.193859 h
1447482647.24424 i
1447482647.361544 l
1447482647.440769 d
1447482647.613787 f
1447482647.963405 
1447482648.114875 r
1447482648.161545 e
1447482648.448156 n
1447482648.898793 " "
1447482649.072969 w
1447482649.466028 
1447482649.54105 a
1447482649.640169 r
1447482649.641302 e
1447482649.762448 " "
1447482649.866053 a
1447482649.965848 b
1447482650.033878 l
1447482650.182757 e
1447482650.283324 " "
1447482650.357593 t
1447482650.432405 o
1447482650.480036 " "
1447482650.598326 e
1447482650.722335 n
1447482651.177659 j
1447482651.354335 o
1447482651.456714 u
1447482651.734005 y
1447482652.422305 
1447482652.568031 
1447482652.793768 y
1447482652.974508 " "
1447482653.079402 a
1447482653.200897 " "
1447482653.498318 q
1447482653.778045 u
1447482653.900266 l
1447482654.07483 a
1447482654.478736 
1447482654.609291 
1447482654.710748 a
1447482654.994478 l
1447482655.144752 i
1447482655.274411 t
1447482655.371456 y
1447482655.497024 " "
1447482655.623166 o
1447482655.726392 f
1447482655.796402 " "
1447482655.9733 l
1447482656.072044 i
1447482656.345961 f
1447482656.546331 e
1447482656.725133 " "
1447482656.800258 t
1447482656.919685 h
1447482656.979755 a
1447482657.033286 t
1447482657.129893 " "
1447482657.285975 b
1447482657.482911 r
1447482657.552937 i
1447482657.606708 n
1447482657.683035 g
1447482657.756671 s
1447482657.936735 " "
1447482658.189914 t
1447482658.290481 h
1447482658.366396 e
1447482658.53254 m
1447482659.28921 " "
1447482659.514297 h
1447482659.59297 e
1447482659.744843 a
1447482659.921028 l
1447482660.024963 t
1447482660.151103 h
1447482660.248878 " "
1447482660.818219 
1447482661.110725 ,
1447482661.338306 " "
1447482661.51609 p
1447482661.64387 r
1447482661.744166 o
1447482661.885487 s
1447482662.085705 p
1447482662.20942 e
1447482662.283371 r
1447482662.476714 t
1447482665.226703 
1447482665.412382 
1447482665.611282 
1447482665.783866 
1447482665.948401 
1447482666.101963 
1447482666.599826 
1447482666.754607 a
1447482666.896079 n
1447482666.969952 d
1447482667.068661 " "
1447482667.168084 t
1447482667.266629 h
1447482667.339965 a
1447482667.412018 t
1447482667.439652 " "
1447482667.60947 s
1447482667.662606 o
1447482667.833353 c
1447482668.257438 
1447482668.385294 
1447482668.827614 
1447482669.024823 o
1447482669.115568 n
1447482669.167267 c
1447482669.244422 e
1447482669.369015 " "
1447482669.464213 a
1447482669.607357 g
1447482669.712084 i
1447482669.712493 a
1447482670.041427 n
1447482670.312607 
1447482670.479088 
1447482670.602188 
1447482670.653999 g
1447482670.776106 a
1447482670.877912 i
1447482670.928779 n
1447482671.474364 " "
1447482671.726551 m
1447482671.848019 a
1447482671.921707 k
1447482671.975145 e
1447482672.097708 s
1447482672.192191 " "
1447482672.243213 t
1447482672.359996 h
1447482672.40395 e
1447482672.455037 " "
1447482672.76738 
1447482672.84353 U
1447482673.018677 n
1447482673.139632 t
1447482673.212952 e
1447482673.240919 i
1447482673.663874 
1447482673.80934 
1447482674.005524 i
1447482674.105384 t
1447482674.173493 e
1447482674.246554 s
1447482674.737334 
1447482674.855908 d
1447482675.025893 " "
1447482675.09654 
1447482675.169905 S
1447482675.263685 t
1447482675.388222 a
